Depth,Source,Source_abbrev,Latitude,Longitude,Sample,Material,Rate_sa,Rate_error_sa,Organics,Device,Deployment_d,Biogenic,Year,Comments,Mesh,Rate_mass,Month,Size,Fragmentation_pct,Rate_error_mass,Temp_CDisk4,pH_CDisk4_T25,Salinity_CDisk4,TA_CDisk4,DIC_CDisk4_calc13,Oca_CDisk4_calc13,Oar_CDisk4_calc13,Omega_CDisk4_calc13
2006.996064713599,"Milliman, 1977",M77,25.9,-60.3,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.00654882769994392,9.0,L,,,,,,,,,,
2008.2306643689399,"Milliman, 1977",M77,25.9,-60.3,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0034068937216637967,9.0,L,,,,,,,,,,
2493.582653874843,"Milliman, 1977",M77,25.9,-60.3,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.01024323093038571,9.0,L,,,,,,,,,,
2496.97780292703,"Milliman, 1977",M77,25.9,-60.3,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0016029124901154007,9.0,L,,,,,,,,,,
2996.219038555518,"Milliman, 1977",M77,25.9,-60.3,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.009622172808482845,9.0,L,,,,,,,,,,
2998.225262995448,"Milliman, 1977",M77,25.9,-60.3,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.00451653009377767,9.0,L,,,,,,,,,,
3497.3121736670187,"Milliman, 1977",M77,25.9,-60.3,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.012928532159430135,9.0,L,,,,,,,,,,
3498.3924483654414,"Milliman, 1977",M77,25.9,-60.3,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.010179339928435033,9.0,L,,,,,,,,,,
3998.559633735436,"Milliman, 1977",M77,25.9,-60.3,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.015842149763092405,9.0,L,,,,,,,,,,
4009.208055762751,"Milliman, 1977",M77,25.9,-60.3,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.025272649565723244,9.0,L,,,,,,,,,,
4511.690115486508,"Milliman, 1977",M77,25.9,-60.3,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.02504433319110539,9.0,L,,,,,,,,,,
4521.721237686155,"Milliman, 1977",M77,25.9,-60.3,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.036045799982876284,9.0,L,,,,,,,,,,
5001.6718536999415,"Milliman, 1977",M77,25.9,-60.3,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.05662809834657369,9.0,L,,,,,,,,,,
5502.302013940687,"Milliman, 1977",M77,25.9,-60.3,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.09764236330467282,9.0,L,,,,,,,,,,
3598.0,Honjo and Erez (1987),HE78,32.37,-55.0,Diatoms,Silica,,,False,True,79.0,True,1976.0,"Diatoms, Coscinnoidiscus species, bleached with NaOCl, cultured in lab",0.6,0.07848101265822785,11.0,,,,,,,,,,,
4799.0,Honjo and Erez (1987),HE78,32.37,-55.0,Diatoms,Silica,,,False,True,79.0,True,1976.0,"Diatoms, Coscinnoidiscus species, bleached with NaOCl, cultured in lab",0.6,0.08734177215189874,11.0,,,,,,,,,,,
5518.0,Honjo and Erez (1987),HE78,32.37,-55.0,Diatoms,Silica,2.4657534246575342e-05,,False,True,79.0,True,1976.0,"Diatoms, Coscinnoidiscus species, bleached with NaOCl, cultured in lab",0.6,0.1518987341772152,11.0,,,,,,,,,,,
3598.0,Honjo and Erez (1987),HE78,32.37,-55.0,Pteropods,Aragonite,,,True,True,79.0,True,1976.0,"Pteropod assemblage (>5 species), size >831 um, from core (2293 m)",0.6,0.030379746835443037,11.0,XXL,,,,,,,,,,
4799.0,Honjo and Erez (1987),HE78,32.37,-55.0,Pteropods,Aragonite,,,True,True,79.0,True,1976.0,"Pteropod assemblage (>5 species), size >831 um, from core (2293 m)",0.6,0.569620253164557,11.0,XXL,,,,,,,,,,
5518.0,Honjo and Erez (1987),HE78,32.37,-55.0,Pteropods,Aragonite,0.000410958904109589,,True,True,79.0,True,1976.0,"Pteropod assemblage (>5 species), size >831 um, from core (2293 m)",0.6,0.9215189873417721,11.0,XXL,,,,,,,,,,
3598.0,Honjo and Erez (1987),HE78,32.37,-55.0,C. neohelis (Coccoliths),Calcite,,,True,True,79.0,True,1976.0,"Cruciplacolithus neohelis, cultured in lab",0.6,0.0,11.0,XXXS,,,,,,,,,,
4799.0,Honjo and Erez (1987),HE78,32.37,-55.0,C. neohelis (Coccoliths),Calcite,,,True,True,79.0,True,1976.0,"Cruciplacolithus neohelis, cultured in lab",0.6,0.0,11.0,XXXS,,,,,,,,,,
5518.0,Honjo and Erez (1987),HE78,32.37,-55.0,C. neohelis (Coccoliths),Calcite,1.9178082191780822e-05,,True,True,79.0,True,1976.0,"Cruciplacolithus neohelis, cultured in lab",0.6,0.18354430379746836,11.0,XXXS,,,,,,,,,,
3598.0,Honjo and Erez (1987),HE78,32.37,-55.0,E. huxleyi (Coccoliths),Calcite,,,False,True,79.0,True,1976.0,"Emilliania huxleyi, cultured in lab, bleached with NaOCl",0.6,0.0,11.0,XXXS,,,,,,,,,,
4799.0,Honjo and Erez (1987),HE78,32.37,-55.0,E. huxleyi (Coccoliths),Calcite,,,False,True,79.0,True,1976.0,"Emilliania huxleyi, cultured in lab, bleached with NaOCl",0.6,0.0,11.0,XXXS,,,,,,,,,,
5518.0,Honjo and Erez (1987),HE78,32.37,-55.0,E. huxleyi (Coccoliths),Calcite,3.0136986301369862e-05,,False,True,79.0,True,1976.0,"Emilliania huxleyi, cultured in lab, bleached with NaOCl",0.6,0.3037974683544304,11.0,XXXS,,,,,,,,,,
3598.0,Honjo and Erez (1987),HE78,32.37,-55.0,E. huxleyi (Coccoliths),Calcite,,,True,True,79.0,True,1976.0,"Emilliania huxleyi, cultured in lab",0.6,0.0,11.0,XXXS,,,,,,,,,,
4799.0,Honjo and Erez (1987),HE78,32.37,-55.0,E. huxleyi (Coccoliths),Calcite,,,True,True,79.0,True,1976.0,"Emilliania huxleyi, cultured in lab",0.6,0.0,11.0,XXXS,,,,,,,,,,
5518.0,Honjo and Erez (1987),HE78,32.37,-55.0,E. huxleyi (Coccoliths),Calcite,1.3698630136986302e-05,,True,True,79.0,True,1976.0,"Emilliania huxleyi, cultured in lab",0.6,0.14303797468354432,11.0,XXXS,,,,,,,,,,
3598.0,Honjo and Erez (1987),HE78,32.37,-55.0,G. pachyderma (Forams),Calcite,,,True,True,79.0,True,1976.0,"Globigerina pachyderma, handpicked from core (2736 m), size: >149 um",0.6,0.0,11.0,M,,,,,,,,,,
4799.0,Honjo and Erez (1987),HE78,32.37,-55.0,G. pachyderma (Forams),Calcite,,,True,True,79.0,True,1976.0,"Globigerina pachyderma, handpicked from core (2736 m), size: >149 um",0.6,0.0,11.0,M,,,,,,,,,,
5518.0,Honjo and Erez (1987),HE78,32.37,-55.0,G. pachyderma (Forams),Calcite,0.00027397260273972606,,True,True,79.0,True,1976.0,"Globigerina pachyderma, handpicked from core (2736 m), size: >149 um",0.6,0.3936708860759494,11.0,M,,,,,,,,,,
3598.0,Honjo and Erez (1987),HE78,32.37,-55.0,G. bulloides (Forams),Calcite,,,True,True,79.0,True,1976.0,"Globigerina bulloides, handpicked from core (3744 m), size: >250 um",0.6,0.0,11.0,L,,,,,,,,,,
4799.0,Honjo and Erez (1987),HE78,32.37,-55.0,G. bulloides (Forams),Calcite,,,True,True,79.0,True,1976.0,"Globigerina bulloides, handpicked from core (3744 m), size: >250 um",0.6,0.0,11.0,L,,,,,,,,,,
5518.0,Honjo and Erez (1987),HE78,32.37,-55.0,G. bulloides (Forams),Calcite,0.00010958904109589041,,True,True,79.0,True,1976.0,"Globigerina bulloides, handpicked from core (3744 m), size: >250 um",0.6,0.2911392405063291,11.0,L,,,,,,,,,,
3598.0,Honjo and Erez (1987),HE78,32.37,-55.0,G. sacculifera (Forams),Calcite,,,True,True,79.0,True,1976.0,"Globigerinoides sacculifer, handpicked from core (3711 m), size: >250 um",0.6,0.0,11.0,L,,,,,,,,,,
4799.0,Honjo and Erez (1987),HE78,32.37,-55.0,G. sacculifera (Forams),Calcite,,,True,True,79.0,True,1976.0,"Globigerinoides sacculifer, handpicked from core (3711 m), size: >250 um",0.6,0.0,11.0,L,,,,,,,,,,
5518.0,Honjo and Erez (1987),HE78,32.37,-55.0,G. sacculifera (Forams),Calcite,0.00013698630136986303,,True,True,79.0,True,1976.0,"Globigerinoides sacculifer, handpicked from core (3711 m), size: >250 um",0.6,0.4594936708860759,11.0,L,,,,,,,,,,
3598.0,Honjo and Erez (1987),HE78,32.37,-55.0,Foraminifera,Calcite,,,False,True,79.0,True,1976.0,"bleached with NaOCl, Foraminifera assemblage (>20 species), core (2190 m), size: 63-1000 um",0.6,0.0,11.0,,,,,,,,,,,
4799.0,Honjo and Erez (1987),HE78,32.37,-55.0,Foraminifera,Calcite,,,False,True,79.0,True,1976.0,"bleached with NaOCl, Foraminifera assemblage (>20 species), core (2190 m), size: 63-1000 um",0.6,0.0,11.0,,,,,,,,,,,
5518.0,Honjo and Erez (1987),HE78,32.37,-55.0,Foraminifera,Calcite,0.00030136986301369865,,False,True,79.0,True,1976.0,"bleached with NaOCl, Foraminifera assemblage (>20 species), core (2190 m), size: 63-1000 um",0.6,0.4620253164556962,11.0,,,,,,,,,,,
3598.0,Honjo and Erez (1987),HE78,32.37,-55.0,Foraminifera,Calcite,,,True,True,79.0,True,1976.0,"Foraminifera assemblage (>20 species), core (2190 m), size: 63-1000 um",0.6,0.0,11.0,,,,,,,,,,,
4799.0,Honjo and Erez (1987),HE78,32.37,-55.0,Foraminifera,Calcite,,,True,True,79.0,True,1976.0,"Foraminifera assemblage (>20 species), core (2190 m), size: 63-1000 um",0.6,0.0,11.0,,,,,,,,,,,
5518.0,Honjo and Erez (1987),HE78,32.37,-55.0,Foraminifera,Calcite,0.0002465753424657534,,True,True,79.0,True,1976.0,"Foraminifera assemblage (>20 species), core (2190 m), size: 63-1000 um",0.6,0.3848101265822785,11.0,,,,,,,,,,,
3598.0,Honjo and Erez (1987),HE78,32.37,-55.0,Synthetic Aragonite,Aragonite,,,False,True,79.0,False,1976.0,"prepared in lab, size: 10-53 um",0.6,0.049367088607594936,11.0,XXS,,,,,,,,,,
4799.0,Honjo and Erez (1987),HE78,32.37,-55.0,Synthetic Aragonite,Aragonite,,,False,True,79.0,False,1976.0,"prepared in lab, size: 10-53 um",0.6,0.24050632911392406,11.0,XXS,,,,,,,,,,
5518.0,Honjo and Erez (1987),HE78,32.37,-55.0,Synthetic Aragonite,Aragonite,0.0006027397260273973,,False,True,79.0,False,1976.0,"prepared in lab, size: 10-53 um",0.6,0.9139240506329114,11.0,XXS,,,,,,,,,,
3598.0,Honjo and Erez (1987),HE78,32.37,-55.0,Calcite crystal,Calcite,,,False,True,79.0,False,1976.0,"large crystals, size: 0.7-1 mm",0.6,0.0,11.0,XXL,,,,,,,,,,
4799.0,Honjo and Erez (1987),HE78,32.37,-55.0,Calcite crystal,Calcite,,,False,True,79.0,False,1976.0,"large crystals, size: 0.7-1 mm",0.6,0.0,11.0,XXL,,,,,,,,,,
5518.0,Honjo and Erez (1987),HE78,32.37,-55.0,Calcite crystal,Calcite,0.002136986301369863,,False,True,79.0,False,1976.0,"large crystals, size: 0.7-1 mm",0.6,0.027848101265822787,11.0,XXL,,,,,,,,,,
3598.0,Honjo and Erez (1987),HE78,32.37,-55.0,Reagent Calcite,Calcite,,,False,True,79.0,False,1976.0,"precipitated crystals, size: 10-53 um",0.6,0.0,11.0,XXS,,,,,,,,,,
4799.0,Honjo and Erez (1987),HE78,32.37,-55.0,Reagent Calcite,Calcite,,,False,True,79.0,False,1976.0,"precipitated crystals, size: 10-53 um",0.6,,11.0,XXS,,,,,,,,,,
5518.0,Honjo and Erez (1987),HE78,32.37,-55.0,Reagent Calcite,Calcite,0.0020273972602739727,,False,True,79.0,False,1976.0,"precipitated crystals, size: 10-53 um",0.6,0.7278481012658228,11.0,XXS,,,,,,,,,,
627.5,"Thunell et al., 1981",T81,4.0,-82.0,Foraminifera,Calcite,,,True,False,123.0,True,1979.0,"Size >250 um, sample from sediments (4140 m)",100.0,0.04552845528455284,8.0,L,,,,,,,,,,
649.9,"Thunell et al., 1981",T81,4.0,-82.0,Foraminifera,Calcite,,,True,False,123.0,True,1979.0,"Size >250 um, sample from sediments (4140 m)",100.0,0.03739837398373983,8.0,L,,,,,,,,,,
1266.1,"Thunell et al., 1981",T81,4.0,-82.0,Foraminifera,Calcite,,,True,False,123.0,True,1979.0,"Size >250 um, sample from sediments (4140 m)",100.0,0.04065040650406504,8.0,L,,,,,,,,,,
1266.1,"Thunell et al., 1981",T81,4.0,-82.0,Foraminifera,Calcite,,,True,False,123.0,True,1979.0,"Size >250 um, sample from sediments (4140 m)",100.0,0.05121951219512195,8.0,L,,,,,,,,,,
2240.9,"Thunell et al., 1981",T81,4.0,-82.0,Foraminifera,Calcite,,,True,False,123.0,True,1979.0,"Size >250 um, sample from sediments (4140 m)",100.0,0.03089430894308943,8.0,L,,,,,,,,,,
2240.9,"Thunell et al., 1981",T81,4.0,-82.0,Foraminifera,Calcite,,,True,False,123.0,True,1979.0,"Size >250 um, sample from sediments (4140 m)",100.0,0.03902439024390244,8.0,L,,,,,,,,,,
2845.9,"Thunell et al., 1981",T81,4.0,-82.0,Foraminifera,Calcite,,,True,False,123.0,True,1979.0,"Size >250 um, sample from sediments (4140 m)",100.0,0.06504065040650407,8.0,L,,,,,,,,,,
2845.9,"Thunell et al., 1981",T81,4.0,-82.0,Foraminifera,Calcite,,,True,False,123.0,True,1979.0,"Size >250 um, sample from sediments (4140 m)",100.0,0.056910569105691054,8.0,L,,,,,,,,,,
3731.1,"Thunell et al., 1981",T81,4.0,-82.0,Foraminifera,Calcite,,,True,False,123.0,True,1979.0,"Size >250 um, sample from sediments (4140 m)",100.0,0.2008130081300813,8.0,L,,,,,,,,,,
3731.1,"Thunell et al., 1981",T81,4.0,-82.0,Foraminifera,Calcite,,,True,False,123.0,True,1979.0,"Size >250 um, sample from sediments (4140 m)",100.0,0.2089430894308943,8.0,L,,,,,,,,,,
3731.1,"Thunell et al., 1981",T81,4.0,-82.0,Foraminifera,Calcite,,,True,False,123.0,True,1979.0,"Size >250 um, sample from sediments (4140 m)",100.0,0.23739837398373984,8.0,L,,,,,,,,,,
3742.3,"Thunell et al., 1981",T81,4.0,-82.0,Foraminifera,Calcite,,,True,False,123.0,True,1979.0,"Size >250 um, sample from sediments (4140 m)",100.0,0.25853658536585367,8.0,L,,,,,,,,,,
3787.1,"Thunell et al., 1981",T81,4.0,-82.0,Foraminifera,Calcite,,,True,False,123.0,True,1979.0,"Size >250 um, sample from sediments (4140 m)",100.0,0.21707317073170732,8.0,L,,,,,,,,,,
3787.1,"Thunell et al., 1981",T81,4.0,-82.0,Foraminifera,Calcite,,,True,False,123.0,True,1979.0,"Size >250 um, sample from sediments (4140 m)",100.0,0.23333333333333334,8.0,L,,,,,,,,,,
1523.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, XL: >420 um",44.0,0.013821138211382113,,XL,,,,,,,,,,
2298.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, XL: >420 um",44.0,0.005691056910569105,,XL,,,,,,,,,,
2734.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, XL: >420 um",44.0,0.014634146341463415,,XL,,,,,,,,,,
3031.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, XL: >420 um",44.0,0.01056910569105691,,XL,,,,,,,,,,
3213.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, XL: >420 um",44.0,0.015447154471544714,,XL,,,,,,,,,,
3393.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, XL: >420 um",44.0,0.01788617886178862,,XL,,,,,,,,,,
3574.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, XL: >420 um",44.0,0.015447154471544714,,XL,,,,,,,,,,
3742.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, XL: >420 um",44.0,0.018699186991869916,,XL,,,,,,,,,,
3838.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, XL: >420 um",44.0,0.02926829268292683,,XL,,,,,,,,,,
3934.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, XL: >420 um",44.0,0.03333333333333333,,XL,,,,,,,,,,
4030.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, XL: >420 um",44.0,0.05040650406504065,,XL,,,,,,,,,,
4216.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, XL: >420 um",44.0,0.047967479674796754,,XL,,,,,,,,,,
4312.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, XL: >420 um",44.0,0.08943089430894309,,XL,,,,,,,,,,
1523.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, L: 250-420 um",44.0,0.12113821138211382,,L,,,,,,,,,,
2298.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, L: 250-420 um",44.0,0.03170731707317073,,L,,,,,,,,,,
2734.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, L: 250-420 um",44.0,0.03170731707317073,,L,,,,,,,,,,
3031.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, L: 250-420 um",44.0,0.028455284552845527,,L,,,,,,,,,,
3213.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, L: 250-420 um",44.0,0.04065040650406504,,L,,,,,,,,,,
3393.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, L: 250-420 um",44.0,0.05365853658536585,,L,,,,,,,,,,
3574.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, L: 250-420 um",44.0,0.05365853658536585,,L,,,,,,,,,,
3742.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, L: 250-420 um",44.0,0.05853658536585366,,L,,,,,,,,,,
3838.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, L: 250-420 um",44.0,0.08048780487804878,,L,,,,,,,,,,
3934.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, L: 250-420 um",44.0,0.08455284552845528,,L,,,,,,,,,,
4030.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, L: 250-420 um",44.0,0.0878048780487805,,L,,,,,,,,,,
4216.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, L: 250-420 um",44.0,0.11300813008130081,,L,,,,,,,,,,
4312.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, L: 250-420 um",44.0,0.3959349593495935,,L,,,,,,,,,,
1523.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, M: 177-250 um",44.0,0.11707317073170732,,M,20.0,,,,,,,,,
2298.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, M: 177-250 um",44.0,0.08211382113821138,,M,25.4,,,,,,,,,
2734.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, M: 177-250 um",44.0,0.07398373983739837,,M,26.5,,,,,,,,,
3031.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, M: 177-250 um",44.0,0.04959349593495935,,M,25.1,,,,,,,,,
3213.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, M: 177-250 um",44.0,0.052845528455284556,,M,31.3,,,,,,,,,
3393.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, M: 177-250 um",44.0,0.05203252032520325,,M,29.6,,,,,,,,,
3574.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, M: 177-250 um",44.0,0.06178861788617886,,M,30.1,,,,,,,,,
3742.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, M: 177-250 um",44.0,0.06747967479674798,,M,40.6,,,,,,,,,
3838.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, M: 177-250 um",44.0,0.16666666666666666,,M,39.9,,,,,,,,,
3934.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, M: 177-250 um",44.0,0.15528455284552847,,M,40.3,,,,,,,,,
4030.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, M: 177-250 um",44.0,0.12682926829268293,,M,37.5,,,,,,,,,
4216.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, M: 177-250 um",44.0,0.26422764227642276,,M,76.0,,,,,,,,,
4312.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, M: 177-250 um",44.0,0.2886178861788618,,M,74.7,,,,,,,,,
1523.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, S: 125-177 um",44.0,0.16829268292682925,,S,,,,,,,,,,
2298.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, S: 125-177 um",44.0,0.05853658536585366,,S,,,,,,,,,,
2734.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, S: 125-177 um",44.0,0.08373983739837398,,S,,,,,,,,,,
3031.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, S: 125-177 um",44.0,0.05203252032520325,,S,,,,,,,,,,
3213.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, S: 125-177 um",44.0,0.05203252032520325,,S,,,,,,,,,,
3393.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, S: 125-177 um",44.0,0.07723577235772358,,S,,,,,,,,,,
3574.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, S: 125-177 um",44.0,0.06260162601626017,,S,,,,,,,,,,
3742.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, S: 125-177 um",44.0,0.03902439024390244,,S,,,,,,,,,,
3838.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, S: 125-177 um",44.0,0.08292682926829267,,S,,,,,,,,,,
3934.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, S: 125-177 um",44.0,0.16178861788617885,,S,,,,,,,,,,
4030.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, S: 125-177 um",44.0,0.18048780487804877,,S,,,,,,,,,,
4216.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, S: 125-177 um",44.0,0.11951219512195121,,S,,,,,,,,,,
4312.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, S: 125-177 um",44.0,0.38943089430894307,,S,,,,,,,,,,
1523.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, XS: 62-125 um",44.0,0.43658536585365854,,XS,30.4,,,,,,,,,
2298.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, XS: 62-125 um",44.0,0.11300813008130081,,XS,20.7,,,,,,,,,
2734.0,"Metzler et al., 1982",M82,0.0,-152.2,Foraminifera,Calcite,,,True,False,123.0,True,1982.0,"Station 1, samples from sediment, XS: 62-125 um",44.0,0.1026829268292683,,XS,21.4,,,,,,,,,
